Job Title,Department,Age,Gender,Marital Status,Years of Service,Mode of Exit,Date of Exit,Reasons For Exit,Salary,Status
Telecom Technician,Field Operations,28,Female,Single,2,,,,135.63,0
Project Manager,Data Analytics,24,Female,Married,6,,,,363.58,0
Network Engineer,Billing,32,Male,Single,7,Resignation,11/20/2023,Career growth,228.1666667,1
Customer Support Agent,IT & Software,56,Female,Single,4,,,,407.0,0
IT Support Engineer,Customer Service,49,Male,Married,5,,,,349.5,0
IT Support Engineer,Project Management,55,Male,Single,3,,,,420.0,0
Software Developer,Customer Service,27,Female,Married,6,,,,164.54,0
Data Scientist,Human Resources,48,Female,Married,1,,,,583.92,0
Telecom Technician,Human Resources,28,Female,Married,8,,,,487.54,0
Network Engineer,IT & Software,58,Female,Single,7,Termination,8/22/2023,Restructuring,222.0416667,1
Software Developer,Network Operations,44,Male,Married,1,Termination,11/10/2024,Career growth,241.0833333,1
Sales Executive,Customer Service,57,Male,Married,3,Resignation,4/28/2024,Pursuing education,255.75,1
HR Specialist,Customer Service,25,Male,Married,4,,,,504.58,0
IT Support Engineer,IT & Software,40,Female,Married,2,Resignation,4/21/2024,Work-life balance,479.3333333,1
Data Scientist,IT & Software,35,Female,Single,8,,,,321.13,0
IT Support Engineer,Data Analytics,44,Female,Single,2,,,,571.29,0
Customer Support Agent,Field Operations,39,Male,Single,5,,,,485.92,0
HR Specialist,Customer Service,53,Female,Single,7,,,,407.17,0
Project Manager,Sales & Marketing,41,Female,Married,8,,,,444.0,0
HR Specialist,Project Management,42,Male,Married,7,,,,319.38,0
Telecom Technician,Data Analytics,32,Female,Single,3,,,,278.67,0
Telecom Technician,Field Operations,47,Male,Married,3,,,,292.04,0
Telecom Technician,Network Operations,35,Male,Married,6,,,,292.58,0
Project Manager,Network Operations,35,Female,Single,7,,,,166.25,0
Customer Support Agent,IT & Software,49,Female,Single,8,,,,347.13,0
Network Engineer,Project Management,27,Female,Married,7,,,,140.33,0
Telecom Technician,Human Resources,24,Male,Married,4,,,,448.08,0
Product Manager,Human Resources,58,Female,Single,5,,,,473.08,0
Customer Support Agent,Billing,50,Male,Married,4,,,,583.54,0
Sales Executive,Data Analytics,51,Male,Married,8,,,,578.29,0
Sales Executive,Billing,60,Female,Married,2,Retirement,2/6/2025,Career growth,492.625,1
Product Manager,Project Management,31,Female,Single,2,,,,291.08,0
Project Manager,Field Operations,60,Female,Married,2,Retirement,6/10/2024,Pursuing education,463.9166667,1
Marketing Analyst,Field Operations,50,Female,Married,5,,,,370.58,0
Customer Support Agent,Network Operations,23,Female,Married,6,Resignation,4/25/2023,Better opportunity,384.4166667,1
Software Developer,Data Analytics,32,Female,Single,3,Resignation,12/25/2024,Work-life balance,189.0416667,1
Project Manager,Billing,56,Female,Married,6,,,,418.42,0
Project Manager,Customer Service,44,Female,Married,6,,,,169.67,0
HR Specialist,Customer Service,50,Female,Single,5,,,,162.92,0
Telecom Technician,IT & Software,24,Female,Married,7,,,,413.29,0
Project Manager,IT & Software,56,Male,Single,5,,,,484.04,0
Telecom Technician,Billing,37,Male,Married,4,,,,609.58,0
Data Scientist,Customer Service,50,Female,Single,6,,,,582.38,0
Sales Executive,Data Analytics,49,Male,Single,7,,,,596.75,0
Data Scientist,Human Resources,58,Female,Single,7,,,,447.08,0
Telecom Technician,Customer Service,42,Female,Married,8,,,,235.33,0
Sales Executive,Customer Service,42,Female,Single,6,,,,558.38,0
Marketing Analyst,Field Operations,58,Male,Married,6,,,,294.92,0
Software Developer,Human Resources,54,Male,Married,8,,,,388.13,0
Data Scientist,Project Management,32,Male,Married,6,,,,346.5,0
Telecom Technician,Data Analytics,32,Male,Married,8,,,,189.75,0
Billing Specialist,IT & Software,31,Female,Single,5,,,,154.04,0
Billing Specialist,Project Management,38,Male,Married,2,Resignation,1/30/2025,Restructuring,261.6666667,1
Sales Executive,Data Analytics,35,Male,Single,2,Resignation,6/23/2023,Work-life balance,247.0,1
Telecom Technician,Billing,29,Male,Single,6,,,,175.33,0
Marketing Analyst,Human Resources,46,Male,Married,6,,,,263.58,0
Project Manager,Data Analytics,50,Male,Married,7,Termination,3/5/2024,Pursuing education,185.0416667,1
IT Support Engineer,Field Operations,52,Male,Married,1,,,,319.29,0
Billing Specialist,Project Management,51,Female,Single,8,,,,414.88,0
Software Developer,Data Analytics,59,Male,Married,7,Resignation,7/12/2024,End of service,348.0416667,1
Network Engineer,Billing,39,Male,Married,4,,,,531.63,0
Marketing Analyst,Project Management,34,Female,Single,8,,,,552.54,0
Network Engineer,Customer Service,57,Male,Married,7,Resignation,6/9/2023,Career growth,152.0416667,1
Data Scientist,Sales & Marketing,60,Male,Single,1,Retirement,7/23/2023,Work-life balance,170.5416667,1
Sales Executive,Project Management,39,Female,Single,2,,,,169.04,0
Product Manager,Sales & Marketing,47,Female,Married,3,,,,566.75,0
Telecom Technician,Network Operations,47,Female,Married,4,Resignation,5/12/2023,Restructuring,285.0,1
Billing Specialist,Sales & Marketing,55,Male,Married,7,,,,240.33,0
Customer Support Agent,Human Resources,49,Male,Single,6,,,,319.42,0
HR Specialist,Billing,53,Female,Married,8,,,,444.25,0
Sales Executive,Sales & Marketing,41,Male,Married,8,,,,311.38,0
Product Manager,Billing,53,Male,Married,4,,,,366.79,0
Software Developer,Project Management,42,Male,Single,5,,,,431.29,0
Product Manager,Customer Service,25,Male,Single,8,,,,348.42,0
Network Engineer,Human Resources,54,Male,Single,5,,,,272.63,0
Billing Specialist,Network Operations,40,Female,Married,8,,,,296.42,0
HR Specialist,Data Analytics,55,Male,Married,4,,,,146.08,0
IT Support Engineer,Field Operations,60,Male,Married,2,Retirement,5/18/2024,Career growth,391.8333333,1
Marketing Analyst,Billing,50,Female,Married,3,,,,326.17,0
Marketing Analyst,Network Operations,34,Female,Married,3,,,,441.0,0
IT Support Engineer,Network Operations,34,Male,Single,4,,,,210.63,0
IT Support Engineer,Customer Service,28,Male,Married,4,,,,153.63,0
Telecom Technician,Field Operations,22,Male,Single,5,,,,398.75,0
Customer Support Agent,Network Operations,35,Female,Single,3,,,,341.54,0
HR Specialist,IT & Software,46,Male,Single,6,,,,293.58,0
Customer Support Agent,Sales & Marketing,42,Female,Single,8,,,,224.79,0
HR Specialist,Human Resources,38,Female,Single,2,,,,291.75,0
Network Engineer,Customer Service,25,Male,Single,8,,,,287.58,0
Customer Support Agent,Sales & Marketing,28,Female,Married,8,,,,389.17,0
Telecom Technician,IT & Software,27,Male,Married,7,,,,584.63,0
Telecom Technician,IT & Software,29,Female,Married,3,,,,438.38,0
Software Developer,Field Operations,48,Female,Married,4,,,,388.33,0
Customer Support Agent,Project Management,57,Male,Single,7,Termination,12/15/2024,Work-life balance,311.25,1
HR Specialist,Network Operations,38,Male,Married,6,Termination,4/1/2023,Pursuing education,559.375,1
Product Manager,Data Analytics,45,Male,Married,4,,,,343.83,0
Sales Executive,IT & Software,56,Female,Married,6,,,,215.38,0
Product Manager,Human Resources,52,Male,Married,7,,,,246.83,0
Software Developer,IT & Software,22,Male,Single,6,Termination,11/24/2023,Better opportunity,273.25,1
Customer Support Agent,Field Operations,30,Male,Single,10,Resignation,3/27/2023,Policy violation,289.25,1
Customer Support Agent,Field Operations,60,Male,Single,7,Retirement,3/2/2024,Policy violation,224.1666667,1
Billing Specialist,Customer Service,40,Female,Married,7,,,,393.63,0
Data Scientist,Network Operations,50,Female,Single,5,,,,498.08,0
Product Manager,Data Analytics,27,Female,Single,2,,,,270.5,0
Telecom Technician,Field Operations,55,Female,Single,2,Resignation,9/9/2024,Performance issues,138.1666667,1
Customer Support Agent,Billing,22,Female,Married,3,Resignation,1/4/2025,Policy violation,463.1666667,1
HR Specialist,Human Resources,25,Male,Married,2,,,,537.25,0
Software Developer,IT & Software,42,Female,Single,3,,,,250.08,0
Marketing Analyst,Network Operations,25,Female,Single,10,Resignation,7/17/2024,Personal reasons,126.5416667,1
Software Developer,Billing,58,Female,Single,1,,,,465.13,0
IT Support Engineer,Field Operations,27,Male,Single,3,,,,156.83,0
Telecom Technician,Project Management,25,Female,Single,3,,,,168.0,0
Sales Executive,Network Operations,55,Female,Single,3,,,,438.5,0
Data Scientist,IT & Software,35,Female,Single,4,Termination,6/9/2023,Work-life balance,449.5,1
Project Manager,Billing,38,Female,Married,6,,,,351.58,0
Telecom Technician,Customer Service,42,Male,Married,2,,,,366.33,0
Data Scientist,Project Management,23,Male,Single,7,Resignation,12/25/2024,Policy violation,415.7916667,1
Data Scientist,Field Operations,32,Male,Single,5,,,,372.54,0
Project Manager,Sales & Marketing,22,Male,Married,5,,,,639.54,0
Sales Executive,Sales & Marketing,51,Male,Single,8,,,,160.42,0
Marketing Analyst,Customer Service,29,Female,Married,5,,,,715.08,0
HR Specialist,Field Operations,52,Female,Single,8,,,,398.04,0
Sales Executive,Customer Service,36,Female,Single,5,,,,279.88,0
Customer Support Agent,Field Operations,23,Male,Married,7,,,,356.67,0
Software Developer,Customer Service,39,Male,Single,2,,,,230.54,0
Network Engineer,Sales & Marketing,54,Female,Married,2,Resignation,7/24/2024,Performance issues,257.4166667,1
HR Specialist,IT & Software,26,Male,Single,8,,,,284.33,0
Customer Support Agent,Sales & Marketing,56,Male,Married,2,,,,217.75,0
Software Developer,Field Operations,55,Female,Single,5,,,,425.63,0
HR Specialist,IT & Software,33,Male,Single,8,,,,385.0,0
Data Scientist,Human Resources,39,Male,Single,4,,,,398.38,0
Billing Specialist,Human Resources,43,Male,Single,8,Resignation,5/20/2024,Restructuring,517.125,1
Telecom Technician,Field Operations,50,Female,Single,5,,,,322.13,0
HR Specialist,Data Analytics,38,Female,Married,3,,,,294.33,0
Product Manager,Data Analytics,39,Male,Married,7,,,,497.75,0
Network Engineer,Billing,60,Male,Married,5,Retirement,7/26/2023,Performance issues,597.0416667,1
Product Manager,Data Analytics,48,Female,Single,2,Resignation,7/25/2024,Policy violation,132.9166667,1
Data Scientist,Network Operations,60,Male,Married,1,Retirement,4/19/2023,Better opportunity,473.75,1
Sales Executive,Project Management,31,Female,Married,7,,,,476.83,0
HR Specialist,Customer Service,25,Female,Married,3,,,,717.92,0
Billing Specialist,Network Operations,36,Female,Married,8,,,,322.75,0
Data Scientist,Customer Service,54,Female,Married,7,,,,416.67,0
Billing Specialist,Project Management,48,Female,Married,5,,,,169.33,0
Project Manager,IT & Software,38,Female,Married,4,,,,295.33,0
HR Specialist,Data Analytics,33,Male,Single,2,Resignation,8/26/2024,Restructuring,477.8333333,1
Software Developer,Sales & Marketing,46,Female,Married,5,,,,233.33,0
IT Support Engineer,Billing,42,Female,Single,2,,,,422.17,0
Billing Specialist,Human Resources,56,Female,Single,7,,,,348.08,0
Network Engineer,Data Analytics,26,Male,Single,5,,,,476.29,0
Customer Support Agent,Field Operations,54,Female,Married,6,,,,164.25,0
Marketing Analyst,Billing,41,Male,Single,5,Resignation,12/7/2023,Pursuing education,383.0,1
Billing Specialist,Project Management,26,Male,Married,3,,,,134.79,0
Network Engineer,Data Analytics,25,Female,Married,1,,,,352.38,0
Telecom Technician,Data Analytics,58,Female,Married,2,,,,274.33,0
Billing Specialist,Field Operations,38,Female,Single,3,,,,392.29,0
Customer Support Agent,Sales & Marketing,55,Female,Married,3,,,,289.58,0
Network Engineer,Sales & Marketing,52,Female,Single,4,,,,154.75,0
Billing Specialist,Human Resources,56,Male,Single,7,,,,446.83,0
Billing Specialist,Field Operations,55,Male,Married,8,,,,350.13,0
Product Manager,Sales & Marketing,38,Female,Married,5,,,,285.17,0
Customer Support Agent,Billing,57,Female,Single,8,,,,173.0,0
Data Scientist,Billing,36,Male,Married,2,,,,551.5,0
Telecom Technician,IT & Software,23,Female,Married,8,,,,272.63,0
Data Scientist,IT & Software,37,Female,Married,2,,,,374.25,0
Sales Executive,Customer Service,60,Male,Single,4,Retirement,12/6/2024,Policy violation,336.4166667,1
Marketing Analyst,Sales & Marketing,44,Female,Married,2,,,,263.5,0
Sales Executive,Customer Service,40,Female,Single,8,,,,178.75,0
Customer Support Agent,IT & Software,60,Female,Single,10,Resignation,8/14/2023,Better opportunity,283.9166667,1
Customer Support Agent,Sales & Marketing,37,Female,Married,5,,,,183.13,0
Telecom Technician,Sales & Marketing,56,Female,Single,8,Resignation,7/15/2024,Better opportunity,356.5,1
Product Manager,Customer Service,60,Female,Single,4,Retirement,5/17/2024,Policy violation,228.7916667,1
Sales Executive,Data Analytics,60,Female,Married,9,Retirement,5/29/2022,Career growth,445.0,1
IT Support Engineer,Data Analytics,50,Male,Married,3,,,,590.17,0
Network Engineer,Data Analytics,47,Female,Single,2,,,,608.33,0
Marketing Analyst,Data Analytics,40,Female,Married,3,,,,392.13,0
Network Engineer,IT & Software,46,Female,Married,8,,,,225.25,0
Customer Support Agent,Field Operations,46,Female,Married,8,,,,315.67,0
IT Support Engineer,Billing,36,Female,Single,2,,,,402.67,0
Project Manager,Field Operations,47,Male,Married,2,,,,172.54,0
Marketing Analyst,Human Resources,32,Female,Single,4,,,,202.67,0
Marketing Analyst,Human Resources,22,Female,Married,5,,,,216.92,0
Billing Specialist,Sales & Marketing,31,Male,Married,3,,,,517.5,0
HR Specialist,Data Analytics,49,Female,Single,5,,,,280.08,0
Billing Specialist,Customer Service,56,Male,Married,6,,,,403.75,0
IT Support Engineer,Customer Service,30,Female,Married,6,,,,238.88,0
Data Scientist,Data Analytics,51,Female,Married,5,,,,398.13,0
IT Support Engineer,Human Resources,26,Male,Single,3,Termination,5/2/2023,End of service,428.1666667,1
Customer Support Agent,Data Analytics,54,Male,Single,3,,,,240.79,0
Telecom Technician,Billing,25,Female,Married,1,,,,353.04,0
Network Engineer,Project Management,23,Male,Married,6,,,,473.25,0
Marketing Analyst,Customer Service,36,Female,Married,2,,,,281.08,0
Sales Executive,Billing,39,Male,Married,5,,,,339.5,0
Software Developer,Project Management,30,Female,Single,3,,,,272.29,0
Telecom Technician,Customer Service,46,Male,Married,3,,,,313.42,0
HR Specialist,Human Resources,24,Female,Single,7,,,,188.63,0
Marketing Analyst,Billing,43,Female,Married,7,,,,468.04,0
Customer Support Agent,Sales & Marketing,29,Male,Single,8,,,,165.0,0
Marketing Analyst,Project Management,46,Male,Married,8,,,,175.38,0
Telecom Technician,IT & Software,29,Female,Single,7,,,,273.42,0
Software Developer,Data Analytics,60,Male,Single,2,Resignation,4/14/2023,Better opportunity,452.7916667,1
Data Scientist,Data Analytics,22,Female,Single,3,,,,544.5,0
Data Scientist,Billing,51,Male,Married,1,,,,136.0,0
Software Developer,Project Management,27,Female,Single,2,,,,342.79,0
Billing Specialist,Data Analytics,48,Male,Single,8,,,,168.17,0
Software Developer,Field Operations,26,Female,Married,5,,,,181.5,0
Software Developer,Human Resources,31,Male,Single,2,,,,646.29,0
Data Scientist,Human Resources,41,Female,Married,3,,,,660.63,0
Marketing Analyst,Sales & Marketing,22,Female,Single,6,,,,420.17,0
Data Scientist,Field Operations,27,Female,Married,4,Resignation,2/4/2025,Restructuring,351.4166667,1
Product Manager,Field Operations,49,Female,Married,8,,,,364.79,0
Customer Support Agent,Data Analytics,54,Male,Single,4,,,,535.79,0
Telecom Technician,Field Operations,44,Female,Single,3,,,,155.0,0
HR Specialist,Customer Service,49,Female,Single,8,,,,400.42,0
IT Support Engineer,IT & Software,47,Male,Single,3,,,,334.38,0
Sales Executive,Data Analytics,45,Female,Single,8,,,,367.5,0
Network Engineer,Customer Service,55,Female,Single,2,Resignation,10/20/2023,Performance issues,596.625,1
Project Manager,Network Operations,52,Male,Single,7,,,,325.33,0
Customer Support Agent,Billing,22,Female,Single,8,Termination,7/29/2022,End of service,313.5,1
IT Support Engineer,Customer Service,32,Male,Single,5,,,,296.13,0
Project Manager,Billing,55,Male,Married,4,,,,447.25,0
Telecom Technician,Human Resources,60,Male,Single,7,Retirement,8/11/2024,Restructuring,415.25,1
IT Support Engineer,IT & Software,53,Male,Single,5,,,,249.33,0
Sales Executive,Field Operations,22,Female,Married,2,Resignation,3/17/2023,Better opportunity,494.25,1
Software Developer,Data Analytics,29,Female,Married,8,,,,507.54,0
Project Manager,Sales & Marketing,52,Female,Married,3,,,,215.29,0
HR Specialist,Human Resources,25,Female,Married,6,Termination,7/11/2024,Policy violation,193.375,1
Data Scientist,Human Resources,30,Male,Single,3,,,,412.79,0
Software Developer,Sales & Marketing,34,Male,Single,5,,,,362.79,0
Marketing Analyst,Field Operations,44,Female,Single,2,,,,419.67,0
Software Developer,Billing,56,Male,Single,6,Retirement,11/19/2024,Pursuing education,286.5,1
